time_ps,kappa1,kappa2,kappa3,kappa4,kappa5,kappa6,kappa7,kappa8,kappa9,kappa10,kappa11,kappa12,kappa13,kappa14,kappa15,kappa16,kappa17,kappa18,kappa19,kappa20,kappa21,kappa22,kappa23,kappa24,kappa25,kappa26,kappa27,kappa28,kappa29,kappa30,kappa31,kappa32,kappa33,kappa34,kappa35,kappa36,kappa37,kappa38,kappa39,kappa40,kappa41,kappa42,kappa43,kappa44,kappa45,kappa46,kappa47,kappa48,kappa49,kappa50
6.585,10.286570 ,7.922430 ,9.434121 ,11.527240 ,8.806242 ,8.727242 ,7.488077 ,7.960014 ,8.147186 ,10.605460 ,10.450860 ,14.320490 ,9.275585 ,10.055470 ,10.072150 ,9.076107 ,6.969015 ,11.579060 ,13.296490 ,10.463140 ,7.000587 ,11.444650 ,10.213080 ,10.032250 ,8.624513 ,10.286930 ,8.465595 ,7.849106 ,8.866857 ,8.047514 ,10.493080 ,10.985360 ,13.236690 ,8.226490 ,10.012150 ,8.398014 ,9.566769 ,7.822085 ,9.747940 ,10.286930 ,9.255812 ,6.833508 ,10.860030 ,11.846360 ,9.458306 ,9.681978 ,7.488077 ,9.147037 ,10.640080 ,9.346002 
6.59,10.392000 ,7.974888 ,9.510220 ,11.606870 ,8.845436 ,8.811478 ,7.567871 ,7.997938 ,8.199311 ,10.652990 ,10.503400 ,14.383340 ,9.335624 ,10.117160 ,10.174970 ,9.167130 ,6.994109 ,11.674640 ,13.353370 ,10.508100 ,7.083502 ,11.485050 ,10.281370 ,10.109060 ,8.690835 ,10.325020 ,8.549745 ,7.940553 ,8.921515 ,8.119955 ,10.544830 ,11.096060 ,13.312720 ,8.297175 ,10.074240 ,8.465598 ,9.648302 ,7.892639 ,9.819503 ,10.325020 ,9.361464 ,6.909699 ,10.944000 ,11.925780 ,9.514244 ,9.792316 ,7.567871 ,9.252556 ,10.699650 ,9.413738 
6.595,10.304090 ,7.882729 ,9.457072 ,11.542240 ,8.777051 ,8.743956 ,7.479151 ,7.915038 ,8.137148 ,10.599290 ,10.444570 ,14.335350 ,9.262812 ,10.051020 ,10.071450 ,9.101793 ,6.904935 ,11.572620 ,13.288430 ,10.434920 ,7.054888 ,11.406490 ,10.192230 ,10.056670 ,8.610576 ,10.245360 ,8.483589 ,7.847775 ,8.821746 ,8.060089 ,10.514730 ,11.016450 ,13.245090 ,8.167262 ,10.006570 ,8.341683 ,9.560631 ,7.835167 ,9.751014 ,10.245360 ,9.281653 ,6.855826 ,10.887280 ,11.854490 ,9.484322 ,9.734077 ,7.479151 ,9.194633 ,10.637150 ,9.332725 
6.6,10.197730 ,7.807429 ,9.387792 ,11.466320 ,8.709947 ,8.661518 ,7.394161 ,7.872528 ,8.084464 ,10.550020 ,10.379930 ,14.286870 ,9.201155 ,10.008320 ,9.962854 ,9.024920 ,6.857785 ,11.496420 ,13.246930 ,10.386630 ,6.969359 ,11.379370 ,10.153460 ,9.988176 ,8.548780 ,10.214970 ,8.415552 ,7.776754 ,8.769788 ,7.995812 ,10.453220 ,10.898350 ,13.155750 ,8.120753 ,9.940075 ,8.303476 ,9.475774 ,7.769272 ,9.678306 ,10.214970 ,9.161787 ,6.761516 ,10.808140 ,11.794910 ,9.428571 ,9.638116 ,7.394161 ,9.084627 ,10.593210 ,9.250600 
6.605,10.207360 ,7.817080 ,9.393038 ,11.470110 ,8.704823 ,8.670502 ,7.416673 ,7.887234 ,8.069073 ,10.539440 ,10.398000 ,14.292440 ,9.187118 ,10.019660 ,10.008090 ,8.998787 ,6.876546 ,11.536750 ,13.261340 ,10.372950 ,6.923125 ,11.403640 ,10.167340 ,9.972416 ,8.549497 ,10.250960 ,8.411562 ,7.800478 ,8.802500 ,7.998948 ,10.420030 ,10.884620 ,13.159900 ,8.157254 ,9.942933 ,8.330017 ,9.489241 ,7.757029 ,9.697409 ,10.250960 ,9.161711 ,6.745152 ,10.801590 ,11.792350 ,9.413638 ,9.628782 ,7.416673 ,9.068834 ,10.611690 ,9.251123 
6.61,10.282710 ,7.876552 ,9.460211 ,11.535470 ,8.751033 ,8.746188 ,7.482328 ,7.919549 ,8.097544 ,10.573940 ,10.459880 ,14.346920 ,9.218449 ,10.047730 ,10.096660 ,9.047462 ,6.903175 ,11.583090 ,13.295420 ,10.414400 ,7.006018 ,11.419320 ,10.181320 ,10.026640 ,8.596001 ,10.271070 ,8.456183 ,7.829263 ,8.834896 ,8.047140 ,10.483470 ,10.969840 ,13.232050 ,8.179471 ,9.995929 ,8.331411 ,9.544469 ,7.791804 ,9.771119 ,10.271070 ,9.255723 ,6.832294 ,10.861180 ,11.821340 ,9.474018 ,9.695085 ,7.482328 ,9.144232 ,10.646930 ,9.315646 
6.615,10.373840 ,7.963054 ,9.547604 ,11.627920 ,8.827660 ,8.824466 ,7.554176 ,7.991392 ,8.195600 ,10.667350 ,10.516550 ,14.436330 ,9.322698 ,10.129890 ,10.154810 ,9.191323 ,6.961146 ,11.648130 ,13.374510 ,10.531620 ,7.147604 ,11.485170 ,10.281390 ,10.125480 ,8.697587 ,10.313110 ,8.555013 ,7.897917 ,8.895312 ,8.128791 ,10.596070 ,11.087450 ,13.311280 ,8.275440 ,10.089560 ,8.430503 ,9.626079 ,7.883300 ,9.850023 ,10.313110 ,9.347961 ,6.938566 ,10.949520 ,11.923590 ,9.582629 ,9.797763 ,7.554176 ,9.246108 ,10.719730 ,9.411704 
6.62,10.376670 ,7.947498 ,9.534470 ,11.619570 ,8.815955 ,8.790680 ,7.537023 ,7.986055 ,8.209442 ,10.672120 ,10.500950 ,14.434390 ,9.338297 ,10.156820 ,10.139560 ,9.215111 ,6.971501 ,11.670980 ,13.384280 ,10.525550 ,7.111841 ,11.502830 ,10.334380 ,10.109620 ,8.700438 ,10.331990 ,8.566055 ,7.928782 ,8.910235 ,8.130879 ,10.570820 ,11.070240 ,13.286850 ,8.302015 ,10.092990 ,8.481631 ,9.637131 ,7.898867 ,9.834499 ,10.331990 ,9.321544 ,6.903720 ,10.936120 ,11.955320 ,9.589121 ,9.801882 ,7.537023 ,9.245708 ,10.741970 ,9.399224 
6.625,10.217790 ,7.784081 ,9.385283 ,11.460900 ,8.675411 ,8.629519 ,7.387194 ,7.839914 ,8.050409 ,10.520030 ,10.394520 ,14.294810 ,9.168083 ,10.018840 ,9.998792 ,9.014072 ,6.848811 ,11.526800 ,13.245190 ,10.335700 ,6.909771 ,11.362850 ,10.176900 ,9.943431 ,8.526310 ,10.231140 ,8.394407 ,7.775120 ,8.773654 ,7.983932 ,10.418470 ,10.873450 ,13.140080 ,8.099795 ,9.937302 ,8.278834 ,9.485499 ,7.744917 ,9.689052 ,10.231140 ,9.164695 ,6.730516 ,10.785460 ,11.788670 ,9.450965 ,9.641947 ,7.387194 ,9.083110 ,10.612100 ,9.235507 
6.63,10.125420 ,7.715028 ,9.318069 ,11.384910 ,8.615899 ,8.567236 ,7.324654 ,7.783568 ,7.971587 ,10.446950 ,10.339630 ,14.229650 ,9.090801 ,9.935872 ,9.909202 ,8.925296 ,6.777517 ,11.422070 ,13.177140 ,10.283950 ,6.855142 ,11.282660 ,10.091700 ,9.887240 ,8.456382 ,10.162440 ,8.304141 ,7.656787 ,8.697066 ,7.899518 ,10.389030 ,10.782160 ,13.075130 ,8.001313 ,9.854643 ,8.161082 ,9.384677 ,7.653672 ,9.616271 ,10.162440 ,9.097746 ,6.672684 ,10.723790 ,11.692300 ,9.380522 ,9.556278 ,7.324654 ,8.985600 ,10.520330 ,9.174391 
6.635,10.269450 ,7.851324 ,9.444335 ,11.514120 ,8.738108 ,8.699297 ,7.474558 ,7.915703 ,8.105110 ,10.568660 ,10.427050 ,14.338370 ,9.246209 ,10.065720 ,10.039020 ,9.114160 ,6.887041 ,11.570800 ,13.307310 ,10.460710 ,7.007538 ,11.410250 ,10.266470 ,10.030270 ,8.615132 ,10.260740 ,8.452277 ,7.793887 ,8.838478 ,8.016323 ,10.514130 ,10.950670 ,13.205890 ,8.200044 ,9.990899 ,8.360892 ,9.512268 ,7.780629 ,9.737849 ,10.260740 ,9.236764 ,6.813572 ,10.855950 ,11.845630 ,9.485469 ,9.701523 ,7.474558 ,9.122488 ,10.631080 ,9.325173 
6.64,10.376720 ,7.919398 ,9.524790 ,11.591440 ,8.816503 ,8.768869 ,7.564328 ,7.967007 ,8.185250 ,10.641900 ,10.493860 ,14.394600 ,9.328619 ,10.150700 ,10.146400 ,9.222622 ,6.951940 ,11.687370 ,13.378040 ,10.528620 ,7.075307 ,11.481290 ,10.355620 ,10.099250 ,8.688944 ,10.320450 ,8.545773 ,7.901413 ,8.921603 ,8.097108 ,10.556250 ,11.067820 ,13.300410 ,8.272469 ,10.091270 ,8.456715 ,9.618445 ,7.872864 ,9.825094 ,10.320450 ,9.333665 ,6.899773 ,10.929520 ,11.945200 ,9.569679 ,9.807968 ,7.564328 ,9.247808 ,10.719170 ,9.403979 
6.645,10.242310 ,7.799287 ,9.422071 ,11.471590 ,8.725895 ,8.645889 ,7.435102 ,7.850988 ,8.086189 ,10.550010 ,10.417920 ,14.298480 ,9.201815 ,10.043440 ,10.013120 ,9.083431 ,6.850374 ,11.548480 ,13.271540 ,10.403890 ,6.961666 ,11.370670 ,10.203300 ,9.986411 ,8.557059 ,10.223380 ,8.418849 ,7.761485 ,8.793933 ,7.995743 ,10.460500 ,10.935470 ,13.202540 ,8.069065 ,9.995122 ,8.269947 ,9.510843 ,7.766534 ,9.724654 ,10.223380 ,9.218528 ,6.793703 ,10.811350 ,11.819020 ,9.506021 ,9.687164 ,7.435102 ,9.140119 ,10.626070 ,9.277119 
6.65,10.124810 ,7.723584 ,9.335202 ,11.376320 ,8.644797 ,8.552517 ,7.341506 ,7.803606 ,8.016237 ,10.483120 ,10.342340 ,14.236300 ,9.120846 ,9.969464 ,9.890722 ,8.983785 ,6.785320 ,11.440440 ,13.216900 ,10.344150 ,6.863562 ,11.309850 ,10.128320 ,9.912389 ,8.484375 ,10.171760 ,8.326114 ,7.655536 ,8.715538 ,7.916540 ,10.392610 ,10.809610 ,13.100560 ,7.991671 ,9.905381 ,8.195065 ,9.411796 ,7.672063 ,9.629724 ,10.171760 ,9.107637 ,6.684423 ,10.721150 ,11.731160 ,9.425771 ,9.574075 ,7.341506 ,9.000764 ,10.548750 ,9.184669 
6.655,10.205470 ,7.781843 ,9.386248 ,11.430370 ,8.670133 ,8.617986 ,7.418658 ,7.866979 ,8.054714 ,10.516810 ,10.375520 ,14.285180 ,9.174088 ,10.021710 ,9.977913 ,9.044767 ,6.828444 ,11.526660 ,13.285690 ,10.394280 ,6.888965 ,11.357830 ,10.207870 ,9.969034 ,8.551801 ,10.229140 ,8.387988 ,7.735272 ,8.786561 ,7.973316 ,10.420540 ,10.868550 ,13.137880 ,8.107227 ,9.942884 ,8.303114 ,9.464598 ,7.712418 ,9.671508 ,10.229140 ,9.169656 ,6.717392 ,10.778110 ,11.789880 ,9.431973 ,9.636348 ,7.418658 ,9.036971 ,10.596140 ,9.241971 
6.66,10.304670 ,7.837150 ,9.465323 ,11.501410 ,8.714976 ,8.703721 ,7.497364 ,7.897889 ,8.097688 ,10.563420 ,10.428340 ,14.340380 ,9.226833 ,10.063620 ,10.077470 ,9.125745 ,6.849298 ,11.591160 ,13.336020 ,10.436130 ,6.984614 ,11.375620 ,10.241110 ,10.044700 ,8.603002 ,10.246450 ,8.455433 ,7.799211 ,8.822133 ,8.040842 ,10.493120 ,10.966660 ,13.213590 ,8.143036 ,9.999932 ,8.329293 ,9.520254 ,7.772818 ,9.733011 ,10.246450 ,9.261636 ,6.808165 ,10.854370 ,11.837590 ,9.484628 ,9.729602 ,7.497364 ,9.137250 ,10.644390 ,9.311573 
6.665,10.313900 ,7.857222 ,9.497102 ,11.520800 ,8.739173 ,8.721167 ,7.500251 ,7.905295 ,8.133746 ,10.606080 ,10.436340 ,14.369080 ,9.260146 ,10.083580 ,10.066720 ,9.182635 ,6.851106 ,11.577760 ,13.353800 ,10.479980 ,7.057230 ,11.388170 ,10.251480 ,10.084930 ,8.621746 ,10.238220 ,8.483443 ,7.802575 ,8.815381 ,8.069372 ,10.549500 ,10.992250 ,13.239270 ,8.133426 ,10.031910 ,8.326619 ,9.525192 ,7.804020 ,9.748006 ,10.238220 ,9.259510 ,6.851248 ,10.872010 ,11.855900 ,9.535947 ,9.751309 ,7.500251 ,9.173351 ,10.668610 ,9.330157 
6.67,10.289490 ,7.865252 ,9.484570 ,11.506290 ,8.740134 ,8.691070 ,7.483550 ,7.915708 ,8.144423 ,10.621780 ,10.429940 ,14.369450 ,9.268138 ,10.102950 ,10.049600 ,9.184636 ,6.872126 ,11.591030 ,13.364460 ,10.486860 ,7.014367 ,11.428080 ,10.276510 ,10.067900 ,8.617431 ,10.271510 ,8.483424 ,7.820942 ,8.833906 ,8.072801 ,10.518910 ,10.959190 ,13.229770 ,8.156603 ,10.040320 ,8.363930 ,9.532202 ,7.801925 ,9.742917 ,10.271510 ,9.205581 ,6.813633 ,10.844050 ,11.862500 ,9.541550 ,9.723965 ,7.483550 ,9.144950 ,10.696340 ,9.309358 
6.675,10.255300 ,7.837731 ,9.440906 ,11.465430 ,8.703704 ,8.651368 ,7.450998 ,7.879012 ,8.087014 ,10.572010 ,10.421420 ,14.329580 ,9.206041 ,10.059820 ,10.050040 ,9.099204 ,6.850762 ,11.577960 ,13.323890 ,10.416450 ,6.917583 ,11.400830 ,10.213170 ,10.006830 ,8.558472 ,10.270280 ,8.427394 ,7.789616 ,8.810521 ,8.033896 ,10.443360 ,10.905880 ,13.203720 ,8.096510 ,9.998065 ,8.292410 ,9.513960 ,7.739527 ,9.722808 ,10.270280 ,9.170872 ,6.753721 ,10.791430 ,11.796540 ,9.498472 ,9.672915 ,7.450998 ,9.087849 ,10.671940 ,9.258553 
6.68,10.277170 ,7.863876 ,9.460134 ,11.490480 ,8.714805 ,8.688053 ,7.469502 ,7.888800 ,8.091018 ,10.576920 ,10.443650 ,14.348640 ,9.210274 ,10.047990 ,10.070670 ,9.111837 ,6.843991 ,11.568880 ,13.327620 ,10.439500 ,6.968169 ,11.389030 ,10.187430 ,10.037850 ,8.570851 ,10.259590 ,8.432629 ,7.771467 ,8.799319 ,8.041940 ,10.483760 ,10.949080 ,13.233430 ,8.080660 ,10.003810 ,8.249110 ,9.524555 ,7.731091 ,9.743217 ,10.259590 ,9.222198 ,6.796605 ,10.815590 ,11.784610 ,9.516446 ,9.699751 ,7.469502 ,9.097714 ,10.660350 ,9.285609 
6.685,10.398350 ,7.970072 ,9.562075 ,11.607130 ,8.803057 ,8.799361 ,7.572704 ,7.987683 ,8.213719 ,10.683410 ,10.507690 ,14.450200 ,9.346619 ,10.156940 ,10.155710 ,9.287503 ,6.926347 ,11.676110 ,13.437820 ,10.584000 ,7.119459 ,11.489230 ,10.333520 ,10.168870 ,8.702105 ,10.330140 ,8.565966 ,7.889504 ,8.896299 ,8.149668 ,10.601540 ,11.100140 ,13.328450 ,8.236302 ,10.108850 ,8.405428 ,9.631031 ,7.846978 ,9.830022 ,10.330140 ,9.337648 ,6.920710 ,10.932300 ,11.925870 ,9.613359 ,9.839682 ,7.572704 ,9.215813 ,10.749140 ,9.406286 
6.69,10.418040 ,7.959512 ,9.564429 ,11.616100 ,8.804596 ,8.796031 ,7.575891 ,7.975992 ,8.229273 ,10.688770 ,10.510350 ,14.450150 ,9.362272 ,10.186000 ,10.168610 ,9.315225 ,6.940652 ,11.719680 ,13.457420 ,10.569350 ,7.097511 ,11.510910 ,10.373180 ,10.164590 ,8.702449 ,10.352640 ,8.587939 ,7.938427 ,8.919747 ,8.167080 ,10.579180 ,11.112330 ,13.329480 ,8.252865 ,10.121400 ,8.440364 ,9.656113 ,7.877352 ,9.829503 ,10.352640 ,9.333914 ,6.917327 ,10.940640 ,11.967230 ,9.620625 ,9.873370 ,7.575891 ,9.247210 ,10.778520 ,9.403441 
6.695,10.250240 ,7.807121 ,9.428997 ,11.470830 ,8.690034 ,8.655234 ,7.423373 ,7.830747 ,8.084847 ,10.554830 ,10.419870 ,14.319770 ,9.196241 ,10.048200 ,10.020200 ,9.121953 ,6.821951 ,11.562440 ,13.327390 ,10.395600 ,6.929885 ,11.380050 ,10.193300 ,10.009390 ,8.528401 ,10.249000 ,8.422475 ,7.778359 ,8.783220 ,8.027272 ,10.450010 ,10.929650 ,13.199060 ,8.034555 ,9.980368 ,8.219927 ,9.513284 ,7.737092 ,9.696380 ,10.249000 ,9.180583 ,6.775688 ,10.799820 ,11.804030 ,9.508313 ,9.717110 ,7.423373 ,9.098763 ,10.657900 ,9.247540 
6.7,10.196360 ,7.798398 ,9.404593 ,11.444410 ,8.684523 ,8.641904 ,7.397533 ,7.828583 ,8.061820 ,10.539640 ,10.405270 ,14.303840 ,9.168645 ,10.016630 ,9.976070 ,9.086106 ,6.807775 ,11.510970 ,13.315270 ,10.402010 ,6.914022 ,11.368190 ,10.160000 ,9.990718 ,8.509471 ,10.235610 ,8.381857 ,7.721718 ,8.772750 ,7.993719 ,10.451220 ,10.888210 ,13.175000 ,8.019521 ,9.955687 ,8.188259 ,9.476224 ,7.697693 ,9.671101 ,10.235610 ,9.146721 ,6.755580 ,10.775910 ,11.763160 ,9.486800 ,9.665100 ,7.397533 ,9.038348 ,10.625630 ,9.230138 
6.705,10.387210 ,7.973450 ,9.556990 ,11.610960 ,8.833095 ,8.811392 ,7.577007 ,7.982069 ,8.213652 ,10.688310 ,10.526480 ,14.442540 ,9.344088 ,10.168040 ,10.170550 ,9.288920 ,6.953546 ,11.704110 ,13.470500 ,10.582870 ,7.070560 ,11.522350 ,10.351920 ,10.146560 ,8.687763 ,10.371770 ,8.554718 ,7.905230 ,8.952948 ,8.149636 ,10.581740 ,11.092840 ,13.332620 ,8.256581 ,10.123760 ,8.425738 ,9.657647 ,7.853127 ,9.828447 ,10.371770 ,9.325557 ,6.913639 ,10.937950 ,11.942040 ,9.613410 ,9.837840 ,7.577007 ,9.207217 ,10.768670 ,9.402984 
6.71,10.508880 ,8.045774 ,9.639251 ,11.698960 ,8.908253 ,8.898353 ,7.658987 ,8.019329 ,8.284891 ,10.762540 ,10.595530 ,14.509790 ,9.424527 ,10.232220 ,10.287440 ,9.389741 ,7.010070 ,11.798140 ,13.530840 ,10.638430 ,7.158373 ,11.568430 ,10.413740 ,10.217820 ,8.753757 ,10.419800 ,8.640403 ,7.994951 ,9.016246 ,8.240444 ,10.649000 ,11.217900 ,13.425220 ,8.304524 ,10.217260 ,8.489463 ,9.765892 ,7.945582 ,9.914329 ,10.419800 ,9.438393 ,7.009234 ,11.024120 ,12.026220 ,9.699645 ,9.948621 ,7.658987 ,9.339271 ,10.841690 ,9.481369 
6.715,10.409300 ,7.955478 ,9.559954 ,11.613540 ,8.843111 ,8.809439 ,7.553572 ,7.928659 ,8.222092 ,10.709620 ,10.528050 ,14.449940 ,9.348956 ,10.149480 ,10.168560 ,9.305115 ,6.932690 ,11.671320 ,13.455950 ,10.557070 ,7.100721 ,11.486140 ,10.311470 ,10.144560 ,8.659594 ,10.344560 ,8.551407 ,7.884474 ,8.910970 ,8.169410 ,10.609250 ,11.121400 ,13.342750 ,8.157629 ,10.142580 ,8.359341 ,9.677282 ,7.882356 ,9.823350 ,10.344560 ,9.343516 ,6.933384 ,10.943500 ,11.938500 ,9.655912 ,9.860209 ,7.553572 ,9.259302 ,10.765760 ,9.390547 
6.72,10.315350 ,7.888663 ,9.480651 ,11.535670 ,8.779530 ,8.729257 ,7.481240 ,7.886562 ,8.170361 ,10.659710 ,10.460660 ,14.398570 ,9.292988 ,10.097680 ,10.075060 ,9.228189 ,6.894363 ,11.596040 ,13.419610 ,10.501620 ,7.003334 ,11.454710 ,10.279490 ,10.079240 ,8.602697 ,10.325680 ,8.481343 ,7.820640 ,8.868450 ,8.103935 ,10.545320 ,11.015340 ,13.252060 ,8.122896 ,10.064930 ,8.332784 ,9.595637 ,7.821001 ,9.737611 ,10.325680 ,9.238080 ,6.830434 ,10.867120 ,11.878020 ,9.573184 ,9.766491 ,7.481240 ,9.147002 ,10.710190 ,9.315943 
6.725,10.343090 ,7.901653 ,9.488990 ,11.549250 ,8.786647 ,8.753175 ,7.522157 ,7.898103 ,8.162302 ,10.653070 ,10.476470 ,14.398790 ,9.293540 ,10.097030 ,10.134730 ,9.219348 ,6.912485 ,11.638660 ,13.440150 ,10.489630 ,6.977908 ,11.466760 ,10.293340 ,10.080840 ,8.611086 ,10.357900 ,8.487632 ,7.845837 ,8.901442 ,8.107694 ,10.529630 ,11.029210 ,13.265840 ,8.157549 ,10.057890 ,8.356585 ,9.604679 ,7.821804 ,9.750912 ,10.357900 ,9.261358 ,6.826572 ,10.879310 ,11.875620 ,9.540692 ,9.778971 ,7.522157 ,9.150354 ,10.715650 ,9.330550 
6.73,10.415610 ,7.957476 ,9.556785 ,11.618180 ,8.852130 ,8.836420 ,7.590680 ,7.929756 ,8.208476 ,10.701750 ,10.530260 ,14.439890 ,9.343415 ,10.117540 ,10.216300 ,9.288435 ,6.943788 ,11.683410 ,13.481570 ,10.550170 ,7.084050 ,11.488300 ,10.306130 ,10.148670 ,8.661364 ,10.371860 ,8.542754 ,7.872187 ,8.931681 ,8.151738 ,10.607470 ,11.127450 ,13.346440 ,8.174186 ,10.106930 ,8.360222 ,9.651220 ,7.873905 ,9.815636 ,10.371860 ,9.353450 ,6.924051 ,10.942630 ,11.905240 ,9.594421 ,9.855639 ,7.590680 ,9.238398 ,10.744260 ,9.401648 
6.735,10.478880 ,8.035378 ,9.632889 ,11.697250 ,8.940163 ,8.909059 ,7.649494 ,7.998341 ,8.312733 ,10.798190 ,10.578520 ,14.503960 ,9.442556 ,10.189230 ,10.265180 ,9.415236 ,7.014534 ,11.750580 ,13.557620 ,10.669300 ,7.208631 ,11.570410 ,10.389570 ,10.235790 ,8.749460 ,10.415870 ,8.634541 ,7.936437 ,8.993979 ,8.223257 ,10.694860 ,11.233520 ,13.428290 ,8.255897 ,10.195200 ,8.456755 ,9.723188 ,7.967260 ,9.884312 ,10.415870 ,9.419200 ,7.019616 ,11.005780 ,11.994150 ,9.686428 ,9.940141 ,7.649494 ,9.329934 ,10.812660 ,9.482658 
6.74,10.454870 ,8.020153 ,9.611402 ,11.680590 ,8.935305 ,8.876379 ,7.624042 ,7.989429 ,8.320312 ,10.796540 ,10.567760 ,14.482300 ,9.434149 ,10.194620 ,10.256280 ,9.399548 ,7.035097 ,11.775520 ,13.558450 ,10.647570 ,7.147466 ,11.593980 ,10.401450 ,10.201170 ,8.728023 ,10.438400 ,8.629658 ,7.949348 ,9.003428 ,8.218272 ,10.638360 ,11.210030 ,13.411460 ,8.252193 ,10.191940 ,8.478212 ,9.731104 ,7.969309 ,9.872197 ,10.438400 ,9.385717 ,6.978223 ,10.966520 ,12.001000 ,9.678335 ,9.922982 ,7.624042 ,9.312916 ,10.827070 ,9.451994 
6.745,10.324810 ,7.906926 ,9.498676 ,11.567560 ,8.833076 ,8.766250 ,7.509856 ,7.880550 ,8.196185 ,10.675790 ,10.497620 ,14.374130 ,9.287840 ,10.069520 ,10.161420 ,9.223609 ,6.943011 ,11.665830 ,13.452950 ,10.493720 ,6.987950 ,11.484740 ,10.248810 ,10.070560 ,8.580670 ,10.363250 ,8.494734 ,7.815473 ,8.889653 ,8.107852 ,10.518070 ,11.066340 ,13.306660 ,8.077641 ,10.061190 ,8.293594 ,9.618150 ,7.842419 ,9.766803 ,10.363250 ,9.286753 ,6.853404 ,10.840730 ,11.858420 ,9.571302 ,9.797629 ,7.509856 ,9.179427 ,10.722900 ,9.323528 
6.75,10.304740 ,7.911068 ,9.495743 ,11.570790 ,8.827641 ,8.779995 ,7.510570 ,7.887383 ,8.183992 ,10.664440 ,10.489100 ,14.374370 ,9.276559 ,10.042670 ,10.145420 ,9.219997 ,6.919801 ,11.632360 ,13.457290 ,10.509290 ,7.015433 ,11.463750 ,10.230670 ,10.087400 ,8.575538 ,10.343420 ,8.486353 ,7.774776 ,8.869068 ,8.093437 ,10.557100 ,11.064700 ,13.300690 ,8.072344 ,10.028030 ,8.259672 ,9.585555 ,7.821953 ,9.747904 ,10.343420 ,9.305897 ,6.867076 ,10.840710 ,11.832790 ,9.556948 ,9.795185 ,7.510570 ,9.150242 ,10.695430 ,9.330993 
6.755,10.467110 ,8.056750 ,9.635434 ,11.724160 ,8.954447 ,8.929373 ,7.666392 ,8.027422 ,8.328334 ,10.799110 ,10.580320 ,14.502440 ,9.443702 ,10.187950 ,10.300790 ,9.427390 ,7.034615 ,11.799300 ,13.609370 ,10.678890 ,7.184560 ,11.599850 ,10.424470 ,10.249220 ,8.739124 ,10.453500 ,8.660283 ,7.949379 ,9.021380 ,8.233502 ,10.699740 ,11.249210 ,13.434810 ,8.297064 ,10.162550 ,8.481108 ,9.724909 ,7.977671 ,9.871235 ,10.453500 ,9.460998 ,7.018346 ,10.988290 ,12.007000 ,9.672073 ,9.972236 ,7.666392 ,9.310158 ,10.834990 ,9.489098 
6.76,10.526550 ,8.089961 ,9.681588 ,11.770230 ,9.003109 ,8.965200 ,7.709152 ,8.043811 ,8.364091 ,10.839780 ,10.618040 ,14.533430 ,9.487843 ,10.234830 ,10.373830 ,9.476460 ,7.072254 ,11.865710 ,13.645850 ,10.690160 ,7.214960 ,11.635540 ,10.468870 ,10.282520 ,8.760657 ,10.491060 ,8.710566 ,8.022278 ,9.064851 ,8.280717 ,10.722800 ,11.302700 ,13.490360 ,8.321890 ,10.214050 ,8.519209 ,9.783054 ,8.040310 ,9.916089 ,10.491060 ,9.505279 ,7.060843 ,11.026750 ,12.062800 ,9.725509 ,10.040610 ,7.709152 ,9.395409 ,10.904670 ,9.521800 
6.765,10.399270 ,8.002563 ,9.590971 ,11.669570 ,8.940767 ,8.860560 ,7.593810 ,7.950429 ,8.270542 ,10.765790 ,10.557910 ,14.457090 ,9.384003 ,10.136470 ,10.261080 ,9.335181 ,6.998985 ,11.731150 ,13.550300 ,10.585510 ,7.116189 ,11.548350 ,10.330680 ,10.183800 ,8.641092 ,10.420270 ,8.588373 ,7.895268 ,8.955636 ,8.186273 ,10.653060 ,11.166590 ,13.413500 ,8.149702 ,10.126940 ,8.346001 ,9.683359 ,7.946716 ,9.828558 ,10.420270 ,9.389368 ,6.965575 ,10.921720 ,11.942320 ,9.673947 ,9.922746 ,7.593810 ,9.292272 ,10.834140 ,9.411667 
6.77,10.377860 ,8.033116 ,9.581997 ,11.666780 ,8.955079 ,8.854593 ,7.594844 ,7.982082 ,8.276726 ,10.780610 ,10.560360 ,14.473690 ,9.396007 ,10.141530 ,10.248620 ,9.320458 ,7.023134 ,11.714810 ,13.564720 ,10.617450 ,7.104556 ,11.577470 ,10.341560 ,10.189440 ,8.660545 ,10.449110 ,8.575194 ,7.889950 ,8.970734 ,8.181556 ,10.658820 ,11.146280 ,13.414790 ,8.187083 ,10.128550 ,8.373612 ,9.683090 ,7.935350 ,9.824428 ,10.449110 ,9.371090 ,6.949567 ,10.915850 ,11.940710 ,9.668164 ,9.895973 ,7.594844 ,9.250053 ,10.840570 ,9.416275 
